EIF2S1	EIF2AK1_Homo sapiens
MAP2K1	MAPK3_Homo sapiens
HSF1	MAPK3_Homo sapiens
BAZ1B	MAPK3_Homo sapiens
MCRIP1	MAPK3_Homo sapiens
RPTOR	MAPK3_Homo sapiens
ARRB1	MAPK3_Homo sapiens
MAPK3	MAPK3_Homo sapiens
SLC6A4	MAPK3_Homo sapiens
CIITA	MAPK3_Homo sapiens
GTF2I iso2	MAPK3_Homo sapiens
CASP8	MAPK3_Homo sapiens
SULT4A1	MAPK3_Homo sapiens
BCL2L11	MAPK3_Homo sapiens
MCTS1	MAPK3_Homo sapiens
STAT5A	MAPK3_Homo sapiens
BANP	MAPK3_Homo sapiens
TAL2	MAPK3_Homo sapiens
DNM1L	MAPK3_Homo sapiens
TAL1	MAPK3_Homo sapiens
EGFR	MAPK3_Homo sapiens
RAC1	MAPK3_Homo sapiens
KARS	MAPK3_Homo sapiens
MED14	MAPK3_Homo sapiens
HNRNPK	MAPK3_Homo sapiens
MARCKS	MAPK3_Homo sapiens
FOXO3	MAPK3_Homo sapiens
CDK2	MAPK3_Homo sapiens
PTPN12	MAPK3_Homo sapiens
TH	MAPK3_Homo sapiens
ASB2	MAPK3_Homo sapiens
STMN1	MAPK3_Homo sapiens
NUP50	MAPK3_Homo sapiens
MYLK	MAPK3_Homo sapiens
LRP6	MAPK3_Homo sapiens
SP3	MAPK3_Homo sapiens
WWC1	MAPK3_Homo sapiens
FGFR1	MAPK3_Homo sapiens
IL2RB	MAPK3_Homo sapiens
GSK3B	MAPK3_Homo sapiens
LCK	MAPK3_Homo sapiens
LIFR	MAPK3_Homo sapiens
CTTN	MAPK3_Homo sapiens
RRAS2	MAPK3_Homo sapiens
PDE4D iso2	MAPK3_Homo sapiens
Caldesmon iso4	MAPK3_Homo sapiens
NFATC1	MAPK3_Homo sapiens
TP53	MAPK3_Homo sapiens
CAD	MAPK3_Homo sapiens
FBXW7	MAPK3_Homo sapiens
AR	MAPK3_Homo sapiens
NOS2	MAPK3_Homo sapiens
RARG	MAPK3_Homo sapiens
TTK	MAPK3_Homo sapiens
NOXA1	MAPK3_Homo sapiens
PIP5K1C	MAPK3_Homo sapiens
CANX	MAPK3_Homo sapiens
TRAP1	MAPK3_Homo sapiens
GATA6	MAPK3_Homo sapiens
RSPH3	MAPK3_Homo sapiens
GAB2	MAPK3_Homo sapiens
THRB	MAPK3_Homo sapiens
RRAS	MAPK3_Homo sapiens
TH iso3	MAPK3_Homo sapiens
SH2B1	MAPK3_Homo sapiens
DAPK1	MAPK3_Homo sapiens
E2F4	MAPK3_Homo sapiens
BCL6	MAPK3_Homo sapiens
MAPK7	MAPK3_Homo sapiens
EWSR1	MAPK3_Homo sapiens
SREBF2	MAPK3_Homo sapiens
KRT8	MAPK3_Homo sapiens
PGR	MAPK3_Homo sapiens
NCOA2	MAPK3_Homo sapiens
CEBPB	MAPK3_Homo sapiens
SREBF1	MAPK3_Homo sapiens
NR3C1	MAPK3_Homo sapiens
MAGEA11	MAPK3_Homo sapiens
MYB	MAPK3_Homo sapiens
IRS1	MAPK3_Homo sapiens
CDKN1B	MAPK3_Homo sapiens
NFATC4	MAPK3_Homo sapiens
MBP	MAPK3_Homo sapiens
EXOC7	MAPK3_Homo sapiens
Dapk3	Dapk3_Mus musculus
Myl2	Dapk3_Mus musculus
DAXX	RIPK3_Homo sapiens
MLKL	RIPK3_Homo sapiens
MAP3K11	MAP4K1_Homo sapiens
CARD11	MAP4K1_Homo sapiens
MAP4K1	MAP4K1_Homo sapiens
LCP2	MAP4K1_Homo sapiens
RRAS	EPHB2_Homo sapiens
Yap1	NDR2_Mus musculus
CAMK4	CAMKK1_Homo sapiens
BRSK1 iso2	CAMKK1_Homo sapiens
PRKAA1	CAMKK1_Homo sapiens
CAMK1D	CAMKK1_Homo sapiens
CAMK1	CAMKK1_Homo sapiens
Bad	Pim3_Mus musculus
Stat3	Jak2_Mus musculus
Jak2	Jak2_Mus musculus
Ptpn11	Jak2_Mus musculus
Stat5a	Jak2_Mus musculus
Cdkn1b	Jak2_Mus musculus
Il6st	Camk4_Mus musculus
Hcls1	Fes_Mus musculus
Pecam1	Fes_Mus musculus
SPDEF	CDK11A_Homo sapiens
PER2	CSNK1D_Homo sapiens
DCK	CSNK1D_Homo sapiens
Tau iso8	CSNK1D_Homo sapiens
EPAS1	CSNK1D_Homo sapiens
TARDBP	CSNK1D_Homo sapiens
DVL2	CSNK1D_Homo sapiens
MDM2	CSNK1D_Homo sapiens
BACE1	CSNK1D_Homo sapiens
CDH1	CSNK1D_Homo sapiens
APC	CSNK1D_Homo sapiens
TP53	CSNK1D_Homo sapiens
PSEN2	CSNK1D_Homo sapiens
CTNNB1	CSNK1D_Homo sapiens
YAP1 iso2	CSNK1D_Homo sapiens
UHRF1	CSNK1D_Homo sapiens
MTSS1	CSNK1D_Homo sapiens
PRKD2	CSNK1D_Homo sapiens
KIR3DL1	CSNK1D_Homo sapiens
NCOA3	CSNK1D_Homo sapiens
WEE1	CSNK1D_Homo sapiens
HIF1A	CSNK1D_Homo sapiens
EIF4E	Mnk1 iso2_Homo sapiens
Pdpk1	Prkcq_Mus musculus
Irs1	Prkcq_Mus musculus
Cd4	Prkcq_Mus musculus
Ndrg2	Prkcq_Mus musculus
Rdx	Prkcq_Mus musculus
Spn	Prkcq_Mus musculus
HSPA5	HSPA5_Homo sapiens
Irak1bp1	Irak1_Mus musculus
Stat3	Irak1_Mus musculus
PDHA1	PDK4_Homo sapiens
PDHA2	PDK4_Homo sapiens
PLK4	PLK4_Homo sapiens
ACTR2	PLK4_Homo sapiens
CENPJ	PLK4_Homo sapiens
FBXW5	PLK4_Homo sapiens
PCM1	PLK4_Homo sapiens
STIL	PLK4_Homo sapiens
MYL9	CIT_Homo sapiens
Flt3	Flt3_Mus musculus
INCENP	AURKC_Homo sapiens
BIRC5	AURKC_Homo sapiens
TACC1	AURKC_Homo sapiens
HIST1H3J	AURKC_Homo sapiens
MAPK9	MAP2K7_Homo sapiens
JNK3 iso2	MAP2K7_Homo sapiens
MAPK8	MAP2K7_Homo sapiens
FADD	MAP2K7_Homo sapiens
JNK1 iso2	MAP2K7_Homo sapiens
MAPK10	MAP2K7_Homo sapiens
BRCA1	FRK_Homo sapiens
PTEN	FRK_Homo sapiens
PIK3CD	PIK3CD_Homo sapiens
STK16	STK16_Homo sapiens
DRG1	STK16_Homo sapiens
Pak1	Pak1_Mus musculus
Dynll1	Pak1_Mus musculus
Stat5a	Pak1_Mus musculus
PRKAR1A	CDK16_Homo sapiens
CDKN1B	CDK16_Homo sapiens
CCNY	CDK16_Homo sapiens
Map3k2	Map3k2_Mus musculus
Ctnnb1	Map3k2_Mus musculus
BBC3	ERBB2_Homo sapiens
PLXNB1	ERBB2_Homo sapiens
ERBB2	ERBB2_Homo sapiens
CTNNB1	ERBB2_Homo sapiens
DOCK7	ERBB2_Homo sapiens
CDK1	ERBB2_Homo sapiens
CDC42BPA	CDC42BPA_Homo sapiens
MYL9	CDC42BPA_Homo sapiens
SLC12A1	OXSR1_Homo sapiens
SLC12A2	OXSR1_Homo sapiens
SLC12A3	OXSR1_Homo sapiens
CASP8 iso4	SRC_Homo sapiens
PTEN	SRC_Homo sapiens
GJA1	SRC_Homo sapiens
SPTAN1	SRC_Homo sapiens
GAPDH	SRC_Homo sapiens
FLT4	SRC_Homo sapiens
HRAS	SRC_Homo sapiens
THRAP3	SRC_Homo sapiens
GSN	SRC_Homo sapiens
CDCP1	SRC_Homo sapiens
HNF4A	SRC_Homo sapiens
GRK2	SRC_Homo sapiens
SHC1 iso3	SRC_Homo sapiens
GRIN2A	SRC_Homo sapiens
ATG9A	SRC_Homo sapiens
GTF2I iso2	SRC_Homo sapiens
TRPV1	SRC_Homo sapiens
PLCG2	SRC_Homo sapiens
CDH2	SRC_Homo sapiens
BDKRB2	SRC_Homo sapiens
WNK4	SRC_Homo sapiens
CAV1	SRC_Homo sapiens
CHKA	SRC_Homo sapiens
MUC1	SRC_Homo sapiens
SHC1	SRC_Homo sapiens
GAB1	SRC_Homo sapiens
AKAP8	SRC_Homo sapiens
CHN2	SRC_Homo sapiens
CCR7	SRC_Homo sapiens
KHSRP	SRC_Homo sapiens
HNRNPK	SRC_Homo sapiens
ITGB7	SRC_Homo sapiens
SFPQ	SRC_Homo sapiens
AURKA	SRC_Homo sapiens
DVL2	SRC_Homo sapiens
EZR	SRC_Homo sapiens
GTF2I	SRC_Homo sapiens
PRKD1	SRC_Homo sapiens
HLA-A	SRC_Homo sapiens
RGS16	SRC_Homo sapiens
SH3GLB1	SRC_Homo sapiens
ZC3H4	SRC_Homo sapiens
PAG1	SRC_Homo sapiens
DDR2	SRC_Homo sapiens
AFAP1	SRC_Homo sapiens
GRB10	SRC_Homo sapiens
SF3B2	SRC_Homo sapiens
BCLAF1	SRC_Homo sapiens
PDPK1	SRC_Homo sapiens
TRIP6	SRC_Homo sapiens
FHOD1	SRC_Homo sapiens
EGFR	SRC_Homo sapiens
UGT2B7	SRC_Homo sapiens
FLOT1	SRC_Homo sapiens
G6PD	SRC_Homo sapiens
MAPRE1	SRC_Homo sapiens
SRC	SRC_Homo sapiens
CDH5	SRC_Homo sapiens
ELMO1	SRC_Homo sapiens
GLRB	SRC_Homo sapiens
GRIK2	SRC_Homo sapiens
L1CAM	SRC_Homo sapiens
PTPN6	SRC_Homo sapiens
RPS6KA3	SRC_Homo sapiens
PTK2	SRC_Homo sapiens
CDC25A	SRC_Homo sapiens
ANXA2	SRC_Homo sapiens
CD46 iso4	SRC_Homo sapiens
RACK1	SRC_Homo sapiens
NOS2	SRC_Homo sapiens
SDCBP	SRC_Homo sapiens
CBLC	SRC_Homo sapiens
TLR3	SRC_Homo sapiens
TFG	SRC_Homo sapiens
PROM1	SRC_Homo sapiens
MYH9	SRC_Homo sapiens
PELP1	SRC_Homo sapiens
SRRT	SRC_Homo sapiens
RMDN3	SRC_Homo sapiens
CTTN	SRC_Homo sapiens
STAP2	SRC_Homo sapiens
FCRL3	SRC_Homo sapiens
CTNNB1	SRC_Homo sapiens
VIL1	SRC_Homo sapiens
PLSCR1	SRC_Homo sapiens
HLA-B	SRC_Homo sapiens
HCN4	SRC_Homo sapiens
PLD2	SRC_Homo sapiens
ANXA1	SRC_Homo sapiens
RRAS	SRC_Homo sapiens
CASP8	SRC_Homo sapiens
KCNJ1	SRC_Homo sapiens
SDC4	SRC_Homo sapiens
NRAS	SRC_Homo sapiens
NCKIPSD	SRC_Homo sapiens
TNS3	SRC_Homo sapiens
FBXO5	SRC_Homo sapiens
HSP90AB1	SRC_Homo sapiens
NDFIP2	SRC_Homo sapiens
WBP2	SRC_Homo sapiens
ARAF	SRC_Homo sapiens
RBM10 iso2	SRC_Homo sapiens
CAV2	SRC_Homo sapiens
TRIP10 iso3	SRC_Homo sapiens
GUCY1B3	SRC_Homo sapiens
CDC42 iso1	SRC_Homo sapiens
SH3GL1	SRC_Homo sapiens
ARHGDIB	SRC_Homo sapiens
ARHGDIA	SRC_Homo sapiens
FHIT	SRC_Homo sapiens
NELFCD iso4	SRC_Homo sapiens
CNN3	SRC_Homo sapiens
EWSR1	SRC_Homo sapiens
FXN	SRC_Homo sapiens
BCAR1	SRC_Homo sapiens
PRKCD	SRC_Homo sapiens
STAT5A	SRC_Homo sapiens
CDKN1B	SRC_Homo sapiens
PFN1	SRC_Homo sapiens
FERMT2	SRC_Homo sapiens
FUBP1	SRC_Homo sapiens
MPZL1	SRC_Homo sapiens
PBK	SRC_Homo sapiens
CD93	SRC_Homo sapiens
ITGB3	SRC_Homo sapiens
PLEKHG2	SRC_Homo sapiens
SYNJ2	SRC_Homo sapiens
RPS6KB2	SRC_Homo sapiens
STAT5B	SRC_Homo sapiens
RAPGEF1	SRC_Homo sapiens
AP2B1	SRC_Homo sapiens
RAC1	SRC_Homo sapiens
RAF1	SRC_Homo sapiens
VAMP7	SRC_Homo sapiens
PTPRJ	SRC_Homo sapiens
MEGF10	SRC_Homo sapiens
NDUFV2	SRC_Homo sapiens
CACNA1C	SRC_Homo sapiens
DGKA	SRC_Homo sapiens
MDM2	SRC_Homo sapiens
CHRNA7	SRC_Homo sapiens
ESR1	SRC_Homo sapiens
VAV3	SRC_Homo sapiens
RET	SRC_Homo sapiens
SHC3 iso2	SRC_Homo sapiens
CFL1	SRC_Homo sapiens
EMD	SRC_Homo sapiens
ATP1A1	SRC_Homo sapiens
TGFBR2	SRC_Homo sapiens
NOXA1	SRC_Homo sapiens
HIPK2	SRC_Homo sapiens
PTTG1IP	SRC_Homo sapiens
SDHA	SRC_Homo sapiens
TERT	SRC_Homo sapiens
GIT1	SRC_Homo sapiens
SPRY2	SRC_Homo sapiens
MYLK	SRC_Homo sapiens
PPP2CA	SRC_Homo sapiens
SNCA	SRC_Homo sapiens
CORO7	SRC_Homo sapiens
PTK2B	SRC_Homo sapiens
PTPRA iso2	SRC_Homo sapiens
AR	SRC_Homo sapiens
AGTR1	SRC_Homo sapiens
TFRC	SRC_Homo sapiens
PIP5K1C	SRC_Homo sapiens
SDC2	SRC_Homo sapiens
WASF1	SRC_Homo sapiens
KCNA3	SRC_Homo sapiens
SH3PXD2B	SRC_Homo sapiens
CDK1	SRC_Homo sapiens
CBL	SRC_Homo sapiens
IKBKB	SRC_Homo sapiens
LRP1	SRC_Homo sapiens
OCLN	SRC_Homo sapiens
CNN2	SRC_Homo sapiens
CNKSR1	SRC_Homo sapiens
FER	SRC_Homo sapiens
CLTC	SRC_Homo sapiens
WWOX	SRC_Homo sapiens
GRIN1	SRC_Homo sapiens
FUS	SRC_Homo sapiens
THRB	SRC_Homo sapiens
RHBG iso6	SRC_Homo sapiens
RHOU	SRC_Homo sapiens
G3BP1	SRC_Homo sapiens
CDK4	SRC_Homo sapiens
KDR	SRC_Homo sapiens
BMX	SRC_Homo sapiens
Abl iso2	SRC_Homo sapiens
JUP	SRC_Homo sapiens
ATXN2L	SRC_Homo sapiens
ARHGAP5	SRC_Homo sapiens
PXN	SRC_Homo sapiens
XRCC6	SRC_Homo sapiens
CCDC88A	SRC_Homo sapiens
FIP1L1	SRC_Homo sapiens
PDHA1	SRC_Homo sapiens
KRT19	SRC_Homo sapiens
KCNB1	SRC_Homo sapiens
NPHP1	SRC_Homo sapiens
DAPP1	SRC_Homo sapiens
CYP19A1	SRC_Homo sapiens
PKD1	SRC_Homo sapiens
KCND3	SRC_Homo sapiens
Tau iso8	SRC_Homo sapiens
DLG4	SRC_Homo sapiens
STAT1	SRC_Homo sapiens
ARHGEF4 iso3	SRC_Homo sapiens
MMP14	SRC_Homo sapiens
HCRTR1	SRC_Homo sapiens
SLC25A4	SRC_Homo sapiens
IKBKG	SRC_Homo sapiens
Plcg1	Flt1_Mus musculus
Mcm3	Atr_Mus musculus
Creb1	Atr_Mus musculus
Vamp2	Atr_Mus musculus
Kif3a	Ick_Mus musculus
Abl2	Abl2_Mus musculus
PIK3CB	PIK3CB_Homo sapiens
LIN9	CDK3_Homo sapiens
NFATC4	CDK3_Homo sapiens
ESR1	CDK3_Homo sapiens
JUN	CDK3_Homo sapiens
ATF1	CDK3_Homo sapiens
TFCP2	CDK3_Homo sapiens
CABLES1	CDK3_Homo sapiens
RB1	CDK3_Homo sapiens
STK39	WNK2_Homo sapiens
WNK1	WNK2_Homo sapiens
Ptprc	Csnk2a1_Mus musculus
Ikzf1	Csnk2a1_Mus musculus
Cux1	Csnk2a1_Mus musculus
Cbx5	Csnk2a1_Mus musculus
Mybpc3	Csnk2a1_Mus musculus
Hsf1	Csnk2a1_Mus musculus
Ppm1a	Csnk2a1_Mus musculus
Tp53	Csnk2a1_Mus musculus
Spi1	Csnk2a1_Mus musculus
Myb	Csnk2a1_Mus musculus
Pax3	Csnk2a1_Mus musculus
Hdac2	Csnk2a1_Mus musculus
Pten	Csnk2a1_Mus musculus
Fmr1	Csnk2a1_Mus musculus
Casp9	Csnk2a1_Mus musculus
Bid	Csnk2a1_Mus musculus
Vamp4	Csnk2a1_Mus musculus
Klf1	Csnk2a1_Mus musculus
Mef2c	Csnk2a1_Mus musculus
Arntl	Csnk2a1_Mus musculus
Nfkbia	Csnk2a1_Mus musculus
Odc1	Csnk2a1_Mus musculus
BMAL1 iso4	Csnk2a1_Mus musculus
NTRK2	NTRK2_Homo sapiens
KCNA3	NTRK2_Homo sapiens
SHC3 iso2	NTRK2_Homo sapiens
CREB1	RPS6KA4_Homo sapiens
RELA	RPS6KA4_Homo sapiens
RPS6KA4	RPS6KA4_Homo sapiens
MYL12B	ILK_Homo sapiens
AKT1	ILK_Homo sapiens
PPP1R14A	ILK_Homo sapiens
PPP1R14C	ILK_Homo sapiens
NACA	ILK_Homo sapiens
PPP1R14B	ILK_Homo sapiens
CFL1	TESK1_Homo sapiens
COIL	VRK1_Homo sapiens
JUN	VRK1_Homo sapiens
ATF2	VRK1_Homo sapiens
TP53	VRK1_Homo sapiens
HIST1H3J	VRK1_Homo sapiens
HIST1H2AM	VRK1_Homo sapiens
BANF1	VRK1_Homo sapiens
VRK1	VRK1_Homo sapiens
Tie1	Tie1_Mus musculus
MARK2	PRKCI_Homo sapiens
AMOT	PRKCI_Homo sapiens
GLI1	PRKCI_Homo sapiens
Tau iso8	PRKCI_Homo sapiens
BAD	PRKCI_Homo sapiens
EZR	PRKCI_Homo sapiens
EZH2	PRKCI_Homo sapiens
CTTN	PRKCI_Homo sapiens
RPS6KB2	PRKCI_Homo sapiens
SMARCD3	PRKCI_Homo sapiens
MARK3	PRKCI_Homo sapiens
CDK7	PRKCI_Homo sapiens
FBXW7	PRKCI_Homo sapiens
PARD3	PRKCI_Homo sapiens
ELF3	PRKCI_Homo sapiens
PARD6A	PRKCI_Homo sapiens
ECT2	PRKCI_Homo sapiens
LAT iso2	ZAP70_Homo sapiens
SHC1 iso2	ZAP70_Homo sapiens
GAB2	ZAP70_Homo sapiens
ZAP70	ZAP70_Homo sapiens
LCP2	ZAP70_Homo sapiens
DBNL	ZAP70_Homo sapiens
THEMIS	ZAP70_Homo sapiens
MAPK14	ZAP70_Homo sapiens
DUSP3	ZAP70_Homo sapiens
YWHAQ	BCR_Homo sapiens
YWHAZ	BCR_Homo sapiens
AFDN	BCR_Homo sapiens
CDK1	PKMYT1_Homo sapiens
H3F3B	DYRK3_Homo sapiens
AKT1S1	DYRK3_Homo sapiens
TXK	TXK_Homo sapiens
SMAD2	BMPR1B_Homo sapiens
SMAD1	BMPR1B_Homo sapiens
Nrip1	Prkce_Mus musculus
Prkd1	Prkce_Mus musculus
Tnni3	Prkce_Mus musculus
Gabrg2	Prkce_Mus musculus
Stat3	Prkce_Mus musculus
Nsf	Prkce_Mus musculus
Btk	Pik3cd_Mus musculus
RACK1	TYK2_Homo sapiens
IFNAR1	TYK2_Homo sapiens
TYK2	TYK2_Homo sapiens
SIVA1	TYK2_Homo sapiens
NPHP1	PTK2B_Homo sapiens
TGFB1I1	PTK2B_Homo sapiens
SNCA	PTK2B_Homo sapiens
PTK2B	PTK2B_Homo sapiens
PTK2	PTK2B_Homo sapiens
NOS3	PTK2B_Homo sapiens
TARBP2	RPS6KB2_Homo sapiens
HSPB1	RPS6KB2_Homo sapiens
GSK3B	RPS6KB2_Homo sapiens
KRT18	RPS6KB2_Homo sapiens
EEF2K	RPS6KB2_Homo sapiens
RICTOR	RPS6KB2_Homo sapiens
PTK2	FGR_Homo sapiens
Bad	Rps6ka1_Mus musculus
Cebpb	Rps6ka1_Mus musculus
Krt17	Rps6ka1_Mus musculus
H3f3b	Rps6ka1_Mus musculus
Tnni3	Rps6ka1_Mus musculus
Hmgn1	Rps6ka1_Mus musculus
Stk11	Rps6ka1_Mus musculus
Creb1	Rps6ka1_Mus musculus
Flna	Rps6ka1_Mus musculus
Traf6	Stk26_Mus musculus
Eif2ak1	Eif2ak1_Mus musculus
Cpeb1	Aurka_Mus musculus
Myc	Pak2_Mus musculus
PTK6	PTK6_Homo sapiens
CTNNB1	PTK6_Homo sapiens
STAP2	PTK6_Homo sapiens
BCAR1	PTK6_Homo sapiens
ARAP1	PTK6_Homo sapiens
AKT1	PTK6_Homo sapiens
STAT5B	PTK6_Homo sapiens
PXN iso2	PTK6_Homo sapiens
ARHGAP5	PTK6_Homo sapiens
CDC37	ULK1_Homo sapiens
RPTOR	ULK1_Homo sapiens
ATG9A	ULK1_Homo sapiens
FBP1	ULK1_Homo sapiens
SMCR8	ULK1_Homo sapiens
TMEM173	ULK1_Homo sapiens
ATG13	ULK1_Homo sapiens
PFKM	ULK1_Homo sapiens
ENO1	ULK1_Homo sapiens
HK1	ULK1_Homo sapiens
SDCBP	ULK1_Homo sapiens
SEC16A	ULK1_Homo sapiens
DENND3	ULK1_Homo sapiens
MFN2	JNK2 iso2_Homo sapiens
STAT3	JNK2 iso2_Homo sapiens
BTK	TEC_Homo sapiens
ITK	TEC_Homo sapiens
PTPN18	TEC_Homo sapiens
FGF2 iso3	TEC_Homo sapiens
BMX	TEC_Homo sapiens
TEC	TEC_Homo sapiens
Prkcd	Yes1_Mus musculus
Cttn	Yes1_Mus musculus
RAD9A	TLK1_Homo sapiens
HIST1H3J	TLK1_Homo sapiens
MDM4	CDK1_Homo sapiens
TOP2A	CDK1_Homo sapiens
RAD9A	CDK1_Homo sapiens
RANBP2	CDK1_Homo sapiens
WEE1	CDK1_Homo sapiens
MCL1	CDK1_Homo sapiens
NUMA1	CDK1_Homo sapiens
CDCA5	CDK1_Homo sapiens
Tau iso8	CDK1_Homo sapiens
BARD1	CDK1_Homo sapiens
FLNA	CDK1_Homo sapiens
NCL	CDK1_Homo sapiens
SIRT3	CDK1_Homo sapiens
PRDX1	CDK1_Homo sapiens
NCKAP5L	CDK1_Homo sapiens
PTPN1	CDK1_Homo sapiens
SPAG5	CDK1_Homo sapiens
PDS5B	CDK1_Homo sapiens
ECT2	CDK1_Homo sapiens
CHEK1	CDK1_Homo sapiens
CLASP2	CDK1_Homo sapiens
NOLC1	CDK1_Homo sapiens
STIM1	CDK1_Homo sapiens
UHRF1	CDK1_Homo sapiens
EPB41 iso2	CDK1_Homo sapiens
EPN1	CDK1_Homo sapiens
ITPR1	CDK1_Homo sapiens
ZMYM3	CDK1_Homo sapiens
RANGAP1	CDK1_Homo sapiens
SRRM2	CDK1_Homo sapiens
CDC27	CDK1_Homo sapiens
YAP1	CDK1_Homo sapiens
CDKN1A	CDK1_Homo sapiens
ANAPC1	CDK1_Homo sapiens
AMPH	CDK1_Homo sapiens
RPS6KB1	CDK1_Homo sapiens
KMT2E	CDK1_Homo sapiens
TPR	CDK1_Homo sapiens
TOP2B	CDK1_Homo sapiens
RGPD4	CDK1_Homo sapiens
NDEL1	CDK1_Homo sapiens
HMGA1	CDK1_Homo sapiens
MAPK6	CDK1_Homo sapiens
TCOF1	CDK1_Homo sapiens
HMGCS1	CDK1_Homo sapiens
OGFR	CDK1_Homo sapiens
SLBP	CDK1_Homo sapiens
DNM2	CDK1_Homo sapiens
RGPD3	CDK1_Homo sapiens
PHF8	CDK1_Homo sapiens
FOXO1	CDK1_Homo sapiens
ZC3HC1	CDK1_Homo sapiens
PPP1CA	CDK1_Homo sapiens
EZH2	CDK1_Homo sapiens
CDC25A	CDK1_Homo sapiens
LRRK1	CDK1_Homo sapiens
RNMT	CDK1_Homo sapiens
CENPA	CDK1_Homo sapiens
DLGAP5	CDK1_Homo sapiens
NUP98 iso2	CDK1_Homo sapiens
TP53BP1	CDK1_Homo sapiens
NIFK	CDK1_Homo sapiens
TP73	CDK1_Homo sapiens
UBE2I	CDK1_Homo sapiens
AHNAK	CDK1_Homo sapiens
AJUBA	CDK1_Homo sapiens
CASP9	CDK1_Homo sapiens
CDC16	CDK1_Homo sapiens
USP1	CDK1_Homo sapiens
TK1	CDK1_Homo sapiens
TSC1	CDK1_Homo sapiens
CD3EAP	CDK1_Homo sapiens
RAP1GAP	CDK1_Homo sapiens
KIF2C	CDK1_Homo sapiens
KAT5	CDK1_Homo sapiens
SGO1	CDK1_Homo sapiens
FOXK2	CDK1_Homo sapiens
DTL	CDK1_Homo sapiens
GMPS	CDK1_Homo sapiens
CDC25C	CDK1_Homo sapiens
EEF2K	CDK1_Homo sapiens
NUSAP1	CDK1_Homo sapiens
dUTPase iso2	CDK1_Homo sapiens
PIK3C2A	CDK1_Homo sapiens
UGDH	CDK1_Homo sapiens
SSR1	CDK1_Homo sapiens
HIF1A	CDK1_Homo sapiens
LMNB1	CDK1_Homo sapiens
AML1 iso8	CDK1_Homo sapiens
E2F1	CDK1_Homo sapiens
TEX14	CDK1_Homo sapiens
XIAP	CDK1_Homo sapiens
EIF4G1	CDK1_Homo sapiens
IREB2	CDK1_Homo sapiens
WWTR1	CDK1_Homo sapiens
BUB1B	CDK1_Homo sapiens
UBE2A	CDK1_Homo sapiens
FOXM1	CDK1_Homo sapiens
FOXM1 iso2	CDK1_Homo sapiens
RCC1	CDK1_Homo sapiens
KIF22	CDK1_Homo sapiens
NCOA3	CDK1_Homo sapiens
LMNA	CDK1_Homo sapiens
RPA2	CDK1_Homo sapiens
CSNK2B	CDK1_Homo sapiens
TFPT	CDK1_Homo sapiens
BUB1	CDK1_Homo sapiens
ESPL1	CDK1_Homo sapiens
BLM	CDK1_Homo sapiens
FEN1	CDK1_Homo sapiens
TERF1	CDK1_Homo sapiens
CSNK2A1	CDK1_Homo sapiens
CDC25B	CDK1_Homo sapiens
DDX3X	CDK1_Homo sapiens
U2AF2	CDK1_Homo sapiens
AR	CDK1_Homo sapiens
UBXN2B	CDK1_Homo sapiens
NCAPG	CDK1_Homo sapiens
LBR	CDK1_Homo sapiens
EIF4EBP1	CDK1_Homo sapiens
NSFL1C	CDK1_Homo sapiens
CREM	CDK1_Homo sapiens
MAP2K1	CDK1_Homo sapiens
MAP4	CDK1_Homo sapiens
FANCG	CDK1_Homo sapiens
DIAPH1	CDK1_Homo sapiens
DLG1	CDK1_Homo sapiens
USP24	CDK1_Homo sapiens
POLR2A	CDK1_Homo sapiens
RPTOR	CDK1_Homo sapiens
UIMC1	CDK1_Homo sapiens
ANAPC4	CDK1_Homo sapiens
CEP55	CDK1_Homo sapiens
CDK7	CDK1_Homo sapiens
GAPVD1	CDK1_Homo sapiens
NPM1	CDK1_Homo sapiens
NINL	CDK1_Homo sapiens
NME2	CDK1_Homo sapiens
UBAP2L	CDK1_Homo sapiens
RAB11FIP3	CDK1_Homo sapiens
NME1	CDK1_Homo sapiens
MKI67	CDK1_Homo sapiens
CASP8	CDK1_Homo sapiens
ODF2 iso3	CDK1_Homo sapiens
IL16	CDK1_Homo sapiens
SCML2	CDK1_Homo sapiens
DUT	CDK1_Homo sapiens
EGFR	CDK1_Homo sapiens
PKN2	CDK1_Homo sapiens
PITPNM1	CDK1_Homo sapiens
CARHSP1	CDK1_Homo sapiens
CDC25B iso2	CDK1_Homo sapiens
DNM1L	CDK1_Homo sapiens
VIM	CDK1_Homo sapiens
CCNB1	CDK1_Homo sapiens
CDC7	CDK1_Homo sapiens
EEF1D	CDK1_Homo sapiens
TPP1	CDK1_Homo sapiens
ELAVL1	CDK1_Homo sapiens
BAD	CDK1_Homo sapiens
RRM2	CDK1_Homo sapiens
ABI1	CDK1_Homo sapiens
STMN1	CDK1_Homo sapiens
TOP1	CDK1_Homo sapiens
RB1	CDK1_Homo sapiens
SEPT9 iso2	CDK1_Homo sapiens
CKAP2	CDK1_Homo sapiens
SOD2	CDK1_Homo sapiens
ORC6	CDK1_Homo sapiens
CTTN	CDK1_Homo sapiens
KAT7	CDK1_Homo sapiens
MPLKIP	CDK1_Homo sapiens
HMGN5	CDK1_Homo sapiens
PI4KB	CDK1_Homo sapiens
VCPIP1	CDK1_Homo sapiens
RGPD6	CDK1_Homo sapiens
